"UB-6041 (CasD182)","UB-6038 (CasD183)","UB-4960 (BuD391B)","UB-4959 (BuD391A)","UB-4511 (EH090)","UB-4512 (EH091)","MelSG077","UB-4885 (MelSG078)","UB-4884 (MelSG079)","UB-4882 (MelSG080)","UB-6476 (BuD339)","UB-4734 (MH105c)","UB-4732 (MH094)","UB-4890 (MelSG075)","UB-4728 (MH064)","UB-4733 (MH095)","UB-6473 (BuD250)","UB-4735 (Ber022)","UB-4739 (Ber134/1)","UB-4836 (WG27)","UB-6472 (BuD222)","UB-6037 (CasD134)","UB-4888 (MelSG089)","UB-6040 (CasD053)","UB-4707 (EH079)","UB-6035 (CasD096)","UB-4975 (AstCli12)","UB-4984 (Lec018)","UB-4835 (ApD134)","UB-4729 (MH068)","UB-6034 (CasD120)","UB-4705 (WHes123)","UB-6033 (WHes113)","UB-4709 (EH014)","UB-4708 (EH083)","UB-5208 (ApD107)","UB-4077 (But4275)","UB-4965 (ApD117)","UB-4889 (MelSG069)","UB-4963 (SPTip208)","UB-6032 (SPTip073)","UB-6036 (CasD013)","UB-4887 (MelSG082)","UB-4964 (Cod30)","UB-4883 (MelSG095)","UB-4042 (But1674)","UB-4552 (MaDE3)","UB-4507 (Lec187)","UB-4706 (WHes118)","UB-4502 (Lec138)","UB-4504 (Lec179)","UB-4910 (BloodH22)","UB-4506 (Lec172/2)","MaDE1 & E2","UB-4554 (MaDF2)","UB-4549 (MaDC7)","UB-4553 (MaDD10)","UB-6042 (CasD088)","UB-4501 (Lec014)","UB-4503 (Lec148)","SUERC-51539 (ERL G353)","SUERC-51548 (ERL G210)","SUERC-51553 (ERL G116)","SUERC-39108 ERLK G322","SUERC-39109 ERL G362","SUERC-39112 ERL G405","SUERC-51560 ERL G038","SUERC-39091 (ERL G003)","SUERC-39092 (ERL G005)","SUERC-39113 (ERL G417)","SUERC-51549 (ERL G195)","SUERC-51543 (ERL G281)","SUERC-51551 (ERL G193)","SUERC-51552 (ERL G107)","SUERC-39100 (ERL G266)","SUERC-51550 (ERL G254)","SUERC-39096 (ERL G112)"
553.944,617.767,532.742,621.258,555.039,655.725,585.122,607.248,633.721,654.808,537.118,538.054,541.878,548.633,602.927,529.945,548.652,528.862,553.936,545.288,538.69,547.937,538.048,546.949,543.067,593.577,560.996,575.659,558.949,552.97,561.73,576.453,581.708,554.84,544.204,577.727,648.5,590.6,624.919,645.448,634.334,640.983,636.364,629.864,638.474,617.35,663.745,646.25,656.758,643.525,631.401,651.258,652.625,657.999,657.429,668.949,665.491,666.689,660.01,670.124,583.239,655.953,656.66,547.973,538.554,560.727,547.354,540.706,528.976,559.983,580.482,571.461,586.466,637.64,569.526,636.145,582.818
554.939,598.488,528.74,612.686,593.878,653.853,578.94,590.262,595.508,657.138,540.397,546.656,538.208,538.162,572.161,530.587,570.027,536.399,557.927,540.075,562.23,545.45,568.492,553.471,548.347,561.693,583.904,547.264,588.097,580.388,572.693,581.509,593.112,553.506,586.713,578.717,606.164,623.074,636.565,618.19,629.493,608.496,595.689,651.006,633.288,644.839,656.135,639.269,655.76,647.576,650.32,651.319,652.612,654.41,665.816,660.491,670.238,662.495,670.696,669.461,582.008,662.624,663.292,532.086,531.914,536.174,546.158,539.971,537.427,566.598,551.982,587.923,609.415,627.265,575.08,649.656,618.304
560.806,617.856,541.298,646.945,541.98,663.41,569.58,585.72,634.618,653.796,543.536,537.949,544.012,555.405,603.47,529.617,539.966,543.849,547.1,546.548,545.137,551.789,551.769,556.526,552.851,577.829,558.626,578.33,582.2,564.354,590.182,564.851,567.534,580.163,601.694,583.897,574.458,570.765,570.703,621.092,635.978,628.234,644.628,634.447,587.239,652.661,657.925,656.58,649.764,617.125,662.673,660.014,661.914,653.873,660.957,663.992,654.048,667.126,666.084,664.88,606.481,660.799,670.128,536.699,549.312,532.501,542.378,529.889,544.762,551.448,576.271,567.116,623.322,582.057,572.81,649.876,609.758
565.492,602.567,526.014,622.66,600.013,661.399,578.188,594.777,635.277,652.944,534.708,530.096,545.236,562.285,574.762,528.024,545.144,539.319,536.186,541.73,542.599,546.467,541.872,554.818,545.009,552.39,551.888,583.197,588.681,602.411,573.616,588.163,588.697,608.975,611.421,573.461,576.964,590.043,632.138,634.017,637.381,597.044,647.328,645.695,591.269,648.73,649.327,642.416,626.188,635.807,662.926,650.995,665.187,655.909,666.109,661.442,669.748,667.802,664.607,666.511,592.507,666.94,663.685,546.783,551.846,542.649,541.577,532.661,538.87,561.29,590.287,577.456,637.536,626.734,579.786,652.523,613.054
553.887,589.704,541.951,623.832,569.894,663.354,585.583,586.62,617.302,653.835,547.639,532.003,549.32,550.508,586.181,521.284,539.946,535.472,539.825,538.66,529.682,568.144,567.28,588.401,573.585,572.352,565.481,555.914,588.347,609.84,581.16,559.318,594.434,570.519,568.987,599.55,605.311,577.576,639.421,613.263,628.707,626.307,638.936,630.231,646.234,654.205,658.756,653.45,647.577,636.144,655.695,653.571,649.822,661.64,666.69,667.341,660.222,666.049,665.751,663.008,630.56,667.78,662.782,532.864,544.582,531.649,544.161,532.549,538.297,552.509,579.936,597.587,609.934,627.861,582.791,651.622,609.521
548.013,574.256,531.042,604.697,598.174,660.1,577.808,608.794,633.17,660.465,536.335,534.182,564.399,559.682,586.04,529.983,536.105,535.033,609.371,553.682,541.5,564.813,553.964,564.248,559.055,565.161,542.531,560.592,573.281,556.995,635.367,576.787,571.988,567.732,590.762,566.889,568.638,572.35,596.746,636.352,639.724,613.02,649.999,629.485,632.964,635.749,649.856,655.272,654.357,657.785,650.437,664.172,651.254,659.693,665.652,668.334,675.464,664.511,667.967,673.633,642.474,666.427,665.682,519.029,538.187,538.717,549.949,522.285,535.785,557.648,559.932,594.436,597.277,605.334,598.387,648.996,573.666
560.39,634.769,531.345,622.422,585.275,648.871,585.362,594.088,622.086,648.561,536.333,539.167,548.982,554.27,590.531,530.941,529.285,535.104,544.345,550.749,543.275,548.177,553.611,563.785,545.554,557.928,570.059,558.828,565.01,597.74,560.989,554.039,562.025,563.551,583.801,608.768,575.569,631.904,620.66,616.415,639.883,648.609,622.016,643.101,636.39,637.261,628.999,601.447,638.207,652.451,659.523,662.246,659.848,658.92,677.734,666.035,662.844,669.584,661.238,671.795,640.915,654.519,669.336,537.72,542.672,538.284,535.054,542.73,536.598,566.185,580.815,569.825,590.184,630.962,594.373,617.86,627.277
579.85,613.962,534.602,632.066,565.952,659.023,569.735,623.645,632.893,651.332,538.099,551.268,536.655,534.329,586.992,543.078,532.783,545.928,547.377,560.875,558.293,547.166,558.935,560.396,564.798,572.222,556.718,546.686,569.19,563.909,588.116,543.684,572.216,554.763,643.048,577.562,596.147,585.713,631.613,653.224,649.61,636.819,629.802,642.82,643.962,647.729,651.21,637.85,639.329,632.621,658.539,621.294,660.501,666.433,671.079,670.69,674.035,666.355,664.846,672.067,639.341,661.451,653.926,541.875,535.774,549.571,547.366,532.73,530.308,550.504,583.678,577.257,588.142,651.748,559.584,648.053,622.071
545.341,571.834,539.436,610.065,593.309,655.151,581.411,602.354,604.087,666.155,533.994,531.253,534.058,540.085,590.968,535.731,543.385,532.675,535.823,557.724,544.629,549.324,554.119,552.753,557.919,553.12,569.984,582.821,557.38,621.8,561.444,553.517,563.401,558.22,570.619,621.332,596.832,573.14,603.317,609.153,609.682,629.179,641.077,630.047,642.179,639.649,658.636,655.081,653.649,653.871,651.66,654.518,660.844,667.376,668.038,664.304,665.853,668.012,663.831,659.092,626.481,665.628,664.541,544.09,536.854,529.464,540.635,534.82,542.216,553.912,578.195,619.23,603.092,632.537,588.134,648.282,617.176
556.238,630.188,529.498,620.665,552.77,658.727,586.647,607.769,609.137,659.877,535.351,531.666,540.242,550.577,587.531,539.46,543.561,538.878,542.025,552.115,572.865,564.782,550.182,566.327,530.101,557.708,566.968,594.772,559.344,580.586,570.193,601.818,608.64,585.863,621.174,588.244,594.461,610.273,568.902,612.704,616.145,624.25,632.135,639.122,598.353,606.234,667.303,623.124,642.709,634.613,650.046,658.883,653.967,652.965,664.386,668.962,648.867,668.578,657.124,668.538,594.006,666.309,655.006,529.752,545.25,532.044,562.488,527.507,527.534,581.294,572.727,578.531,604.491,628.008,626.19,646.443,645.798
563.647,632.767,527.041,610.359,564.579,637.566,558.477,592.749,639.014,658.437,534.602,532.567,540.281,530.787,552.223,525.322,536.571,555.1,537.243,541.857,577.831,547.34,545.213,551.419,568.975,549.365,543.154,603.946,580.68,556.069,554.947,578.102,607.801,556.825,563.662,569.265,597.919,606.551,597.87,634.633,611.375,642.327,624.291,632.52,645.342,637.055,646.664,644.396,652.139,650.165,648.928,659.276,649.182,666.901,666.07,653.928,668.849,665.803,670.334,666.97,610.964,661.308,661.246,548.792,535.624,539.773,556.469,544.431,529.94,548.222,600.347,566.032,621.668,635.263,615.991,649.316,639.073
568.182,609.922,532.524,634.38,556.705,654.978,581.868,595.056,636.44,649.664,542.27,537.644,566.192,550.135,562.044,524.415,548.268,550.064,551.775,561.988,554.248,532.539,554.632,559.009,579.342,570.159,573.94,555.193,563.403,555.678,602.183,586.386,558.32,559.257,569.048,573.223,564.565,590.042,646.451,623.522,641.647,632.641,620.634,638.822,620.8,648.759,666.217,619.471,625.643,655.042,614.419,667.393,657.091,662.575,665.728,667.298,660.656,668.807,668.533,668.795,644.89,665.399,666.796,531.274,531.595,535.03,546.789,531.201,533.711,563.619,584.615,594.984,640.038,619.447,583.865,650.578,620.503
576.365,624.531,522.665,626.303,585.602,670.142,579.967,590.663,651.666,656.7,525.021,518.219,522.522,537.142,580.927,524.839,541.421,557.18,513.208,542.678,540.901,547.496,558.912,561.514,568.367,545.988,562.153,558.222,577.59,628.067,561.888,606.845,585.887,577.162,636.296,580.463,606.828,597.479,589.126,594.957,641.602,585.544,640.701,640.303,586.91,606.474,657.695,639.981,652.762,633.304,653.715,660.087,651.595,664.6,661.04,671.755,659.713,675.646,660.065,675.217,636.437,657.874,656.538,527.971,542.369,541.046,549.145,529.157,538.97,569.802,608.008,565.612,641.352,627.113,607.515,653.831,635.485
558.739,594.155,525.975,630.108,556.588,656.58,589.336,616.388,622.66,627.823,534.257,534.869,527.824,558.652,586.446,520.57,521.049,532.573,534.116,537.223,557.773,522.541,558.913,553.047,568.707,585.361,563.18,556.679,564.725,559.486,561.398,599.021,575.82,582.599,559.242,608.034,594.977,590.1,616.267,654.021,639.965,601.8,643.595,641.488,609.922,643.416,653.827,642.819,651.526,659.835,647.684,654.496,653.215,657.241,662.518,661.009,666.43,662.601,662.532,667.729,636.395,663.15,659.913,543.838,538.601,513.959,543.789,520.447,528.978,573.888,598.914,562.561,629.459,615.158,634.839,635.325,605.628
546.724,596.801,527.933,644.745,601.276,659.079,597.629,612.762,649.004,662.575,531.832,514.949,514.752,574.606,594.782,532.731,545.924,552.273,543.837,543.706,517.55,553.159,588.468,567.36,572.507,560.923,567.607,600.784,552.532,570.89,560.253,556.922,576.165,574.974,545.639,589.456,606.799,619.222,618.529,640.304,589.076,614.521,645.59,638.882,641.41,647.865,652.003,618.995,636.159,642.456,648.988,663.051,670.509,657.831,661.827,672.191,655.097,660.863,663.542,662.971,615.965,663.536,656.62,541.198,536.236,538.52,529.99,521.133,524.124,558.337,569.479,570.367,626.723,625.555,581.526,641.231,590.364
547.122,612.726,527.39,608.781,589.764,665.053,568.661,593.567,649.868,668.387,542.135,558.512,535.295,536.112,586.891,526.066,537.858,534.941,554.418,554.617,557.736,544.217,567.338,552.318,569.727,555.694,561.465,601.287,547.556,549.002,599.964,555.302,608.414,573.545,558.584,630.424,609.881,578.952,571.439,609.927,628.891,627.962,600.059,644.037,598.702,635.852,637.641,641.92,612.113,649.993,653.608,663.241,664.061,661.603,667.253,656.838,665.29,664.981,670.211,668.872,644.015,662.017,653.407,544.586,531.791,536.833,542.88,536.336,535.63,562.988,585.582,590.203,612.187,617.331,581.2,617.592,649.301
575.772,621.49,532.91,602.266,556.023,667.139,588.392,597.341,638.61,650.681,524.802,541.915,525.997,560.895,582.725,528.279,545.746,538.764,534.07,537.941,564.881,542.066,555.941,558.288,591.584,567.286,598.608,574.735,558.62,595.913,555.297,637.774,583.424,554.949,577.799,590.338,628.352,608.692,593.86,616.857,638.896,633.119,633.029,643.457,637.835,630.43,653.438,638.389,621.393,620.757,658.074,637.927,666.503,663.12,666.176,660.937,658.171,670.039,663.002,665.411,579.781,651.655,667.575,532.38,534.087,534.379,543.381,530.616,545.35,552.744,602.257,585.567,612.24,643.337,563.476,623.769,606.987
549.214,621.84,537.113,636.129,574.288,662.654,571.914,577.37,639.228,652.225,529.787,535.675,546.041,562.32,586.085,527.866,542.302,542.584,537.453,554.432,563.067,545.263,563.405,563.824,559.434,586.236,551.211,553.486,568.089,573.822,578.28,560.698,584.451,557.982,616.98,579.18,562.207,630.634,572.152,636.593,645.767,647.814,638.324,646.306,647.238,599.417,661.578,627.637,644.242,659.176,654.219,658.679,664.923,648.79,648.039,655.612,661.493,659.011,667.259,666.365,623.971,665.568,627.48,540.256,541.374,540.88,548.363,540.447,541.595,592.906,584.132,610.368,605.548,600.911,611.587,630.24,616.571
549.175,612.199,532.051,621.164,580.584,661.144,579.838,593.761,628.679,647.424,530.075,533.028,540.795,542.156,586.026,525.762,558.393,535.353,538.838,540.362,568.323,549.311,571.212,562.364,548.382,548.011,583.118,573.318,613.624,566.988,581.356,564.401,598.8,586.199,584.777,583.354,634.877,603.112,590.353,623.375,636.659,626.547,616.02,633.096,613.867,592.918,655.626,630.928,623.731,642.331,646.227,653.947,669.217,657.57,660.786,668.444,664.738,665.836,659.829,668.286,607.4,667.109,653.784,527.342,545.674,536.749,559.699,538.132,544.552,583.443,578.241,588.682,589.69,632.962,594.256,635.739,629.899
553.475,605.732,541.405,610.771,574.422,655.035,589.274,615.815,629.539,666.145,526.945,532.018,543.698,565.384,546.869,527.521,538.816,552.892,528.296,538.022,561.909,564.974,592.925,557.7,544.218,576.709,564.673,553.263,586.281,566.324,597.725,569.278,568.045,567.083,582.41,569.758,559.411,593.988,610.737,581.587,643.521,631.203,613.769,648.825,666.89,638.816,613.557,642.053,626.731,651.276,640.818,657.915,666.592,660.23,654.77,664.145,660.829,666.695,661.424,666.913,598.022,666.281,658.462,535.247,540.735,539.665,544.222,532.839,530.85,562.12,590.588,598.837,592.636,611.599,579.073,648.742,604.103
600.096,642.853,528.144,615.336,602.498,666.373,565.28,586.095,648.166,652.553,526.532,538.209,536.269,544.243,608.78,535.78,536.345,538.184,528.674,548.636,561.559,545.013,534.675,547.462,549.819,586.719,568.394,575.328,593.847,577.001,546.717,569.657,582.171,604.891,605.063,573.565,578.897,618.57,597.849,612.427,589.759,641.531,647.466,648.094,587.559,659.297,657.324,613.455,610.517,639.781,655.684,653.727,668.657,666.039,661.571,664.024,641.751,664.363,665.092,660.772,602.967,666.382,657.192,535.087,539.778,543.923,551.955,533.767,543.886,545.274,577.077,594.283,613.479,647.849,602.385,646.93,603.445
552.387,627.269,534.146,598.555,595.801,657.9,581.26,617.692,635.595,653.293,534.158,527.467,538.485,534.193,555.844,532.886,544.048,518.376,552.953,552.58,581.845,557.385,583.108,566.849,558.726,556.81,551.071,563.575,563.754,578.305,567.606,548.407,596.009,592.426,585.284,583.631,557.847,642.65,619.27,640.872,647.789,640.412,623.536,640.427,647.056,634.716,661.854,609.102,650.823,648.247,659.437,661.017,657.238,669.405,654.081,665.132,662.113,668.374,662.83,664.404,630.537,665.024,667.13,524.427,528.841,534.333,546.961,530.172,535.059,565.315,600.631,608.233,619.958,611.483,573.968,648.389,598.574
555.488,598.813,524.358,612.552,553.668,660.007,593.425,597.37,615.998,630.914,521.36,520.3,537.623,568.2,576.234,530.701,548.715,537.14,537.141,525.172,531.185,551.144,551.995,554.429,562.82,568.467,602.382,564.174,587.747,590.331,595.918,554.301,596.813,564.528,579.329,554.216,601.215,588.822,589.729,616.786,639.289,610.42,619.313,637.135,596.956,653.787,657.599,638.043,656.934,641.406,663.309,652.721,656.91,666.178,655.286,660.325,664.81,667.4,669.415,669.948,580.665,669.739,670.309,531.072,538.756,540.167,538.262,532.132,534.129,544.222,594.613,590.46,629.984,613.474,581.543,649.909,621.37
565.422,611.08,537.146,648.314,572.79,660.681,583.003,608.285,635.363,649.008,535.866,522.787,544.804,544.107,579.441,539.613,534.693,547.011,520.114,523.4,553.637,546.88,555.615,562.102,561.194,549.928,556.413,558.009,601.939,558.568,586.093,587.372,557.663,580.84,582.26,612.043,550.038,577.57,639.474,616.419,635.602,631.989,645.061,644.358,636.523,640.806,654.963,643.854,621.004,650.706,646.033,664.442,661.13,667.247,668.765,673.931,674.483,671.511,670.269,675.031,632.519,642.396,656.575,519.038,540.429,536.621,549.455,532.457,527.701,549.867,606.295,593.114,613.949,630.951,578.058,643.714,611.281
552.547,635.186,518.112,622.035,557.645,662.035,570.26,605.905,636.324,648.19,522.19,535.008,552.298,561.269,584.674,538.874,517.071,547.074,555.484,536.911,541.765,552.254,543.88,558.959,555.467,581.594,562.49,595.943,595.742,606.138,567.712,603.184,589.182,576.596,578.8,603.136,577.737,599.659,589.546,642.078,654.72,639.56,611.22,641.076,638.265,640.198,651.027,613.115,656.281,642.898,651.106,650.859,656.196,668.511,663.16,674.736,657.601,665.625,663.506,671.183,612.391,666.548,657.289,519.283,545.003,534.972,538.469,531.172,537.842,552.369,565.3,582.428,595.459,613.875,577.608,646.566,609.661
567.35,618.646,528.806,637.253,552.941,660.667,582.874,586.608,639.216,658.106,531.758,529.827,546.546,552.875,621.202,532.433,544.469,522.628,541.75,532.22,521.194,558.548,553.184,549.261,553.342,600.453,582.623,570.309,553.794,575.07,561.635,603.845,580.49,574.344,620.276,567.426,574.347,578.017,608.306,598.397,643.973,628.343,623.117,645.076,650.943,645.568,652.22,637.04,647.437,631.433,660.374,651.7,659.102,661.234,663.217,660.527,664.407,671.565,661.933,668.586,605.147,669.251,658.825,537.357,520.916,530.342,540.042,545.965,535.496,556.343,577.495,593.913,633.287,651.778,566.04,620.564,596.762
575.99,615.214,539.831,614.824,557.383,661.567,562.793,608.611,645.733,651.875,532.503,543.155,541.229,549.055,562.822,508.416,548.854,527.648,514.85,528.782,565.435,544.498,566.059,553.022,556.604,559.584,557.701,567.578,594.199,576.502,586.735,592.459,572.199,600.564,557.443,554.579,611.845,604.126,588.324,622.863,622.627,633.669,625.178,632.789,596.115,620.323,658.004,651.035,646.129,652.893,653.023,656.356,633.606,662.886,659.64,677.131,667.504,665.512,656.513,665.578,614.803,672.127,663.51,543.228,507.756,540.195,558.81,507.739,532.587,555.782,623.386,553.551,612.793,610.846,594.383,617.164,607.848
573.342,611.425,526.315,631.866,572.708,659.483,571.499,571.563,640.485,660.428,518.636,518.334,537.796,544.588,573.166,535.477,580.309,531.737,512.529,517.208,534.639,546.857,572.39,567.014,535.209,568.347,556.754,585.228,569.583,555.838,565.693,590.885,606.43,575.028,593.331,572.049,580.844,571.845,574.769,633.688,611.246,628.453,646.431,629.818,627.792,646.85,660.359,635.166,633.465,638.068,652.001,658.313,656.591,662.149,660.914,655.653,656.795,660.588,669.879,671.214,646.127,664.304,661.084,507.999,535.685,528.932,547.577,530.585,530.619,565.33,604.536,610.951,623.672,640.112,605.852,636.48,633.821
613.179,629.442,523.688,637.834,605.337,666.467,563.625,592.054,637.519,660.939,535.869,520.309,539.968,578.426,575.375,512.306,532.811,542.185,518.336,543.787,544.087,550.181,543.915,560.156,539.262,559.411,568.64,580.957,568.492,570.821,591.575,580.871,576.757,581.956,593.319,594.281,577.105,583.651,604.98,580.182,642.517,618.38,644.605,640.542,640.51,652.672,653.011,625.631,630.499,653.697,663.116,654.012,668.759,661.882,660.744,672.44,657.452,660.046,665.684,665.094,619.762,667.888,650.753,516.573,519.614,513.13,523.074,516.495,543.75,557.599,608.319,574.842,646.914,616.349,571.791,653.298,621.233
565.536,576.719,522.872,637.239,553.035,668.886,565.831,581.387,646.919,650.484,535.376,534.118,545.415,543.623,640.707,513.52,544.285,547.432,518.9,514.232,546.479,562.438,557.987,541.868,551.797,550.004,549.602,561.144,563.543,556.3,565.224,570.887,584.944,579.008,577.246,572.021,599.907,592.12,584.839,629.48,637,651.422,640.642,634.712,641.656,657.865,649.494,641.966,626.658,641.024,646.596,659.703,657.551,657.107,664.814,668.943,669.969,665.9,673.733,666.373,640.478,655.268,663.601,534.593,513.316,528.644,537.144,524.443,517.814,556.687,572.621,585.682,642.518,638.892,577.236,654.666,586.863
559.857,610.535,536.346,640.179,569.022,658.416,574.52,626.641,641.263,658.813,540.933,530.323,537.997,565.531,579.587,540.306,525.77,521.712,545.412,560.367,564.764,543.138,566.382,563.747,565.162,574.542,557.946,560.17,574.596,560.652,579.191,555.317,565.082,594.541,627.048,578.829,594.597,600.45,622.402,635.081,645.783,626.086,609.808,652.284,615.299,638.48,640.909,652.715,631.766,649.706,641.46,657.401,654.102,655.954,656.745,668.076,656.848,671.807,655.614,672.52,613.439,662.699,656.203,543.104,538.9,527.826,535.606,540.191,537.296,547.829,581.951,582.727,585.622,648.102,580.137,631.435,620.393
558.1,629.873,530.149,593.32,577.675,663.65,570.626,629.393,630.766,657.678,545.022,533.697,545.787,555.31,584.454,529.174,539.641,553.17,548.474,545.817,542.825,545.515,534.601,547.994,569.474,567.032,549.404,577.239,605.054,583.033,599.315,575.515,573.304,611.054,595.404,582.05,622.986,570.672,594.789,631.023,623.337,626.478,644.445,635.454,635.076,649.081,630.806,649.039,656.775,658.521,650.323,659.664,663.769,653.867,655.769,663.105,648.197,668.372,660.903,670.974,586.2,661.042,658.851,522.526,548.319,539.171,539.357,534.988,536.634,563.439,590.008,577.775,642.152,616.581,581.566,620.722,614.606
550.826,592.164,533.693,630.35,580.086,659.816,573.906,601.27,634.6,656.753,541.522,539.588,554.876,558.394,577.052,531.808,532.182,541.484,539.448,545.984,548.774,551.523,535.941,565.112,571.136,555.487,561.354,553.283,594.98,559.488,573.652,591.724,569.095,570.729,550.715,580.955,592.419,554.22,607.189,627.871,606.399,635.61,628.07,648.051,634.331,639.059,659.922,643.313,637.416,653.856,636.361,659.279,655.619,669.815,661.623,660.489,675.952,668.815,667.172,674.848,632.889,651.637,673.89,534.771,533.984,559.779,534.377,533.17,532.776,559.149,566.87,601.361,624.825,642.08,593.031,648.82,592.601
572.824,585.86,531.016,634.627,587.378,670.573,567.422,572.316,624.765,658.008,532.418,535.059,533.21,545.285,565.213,541.847,551.423,543.468,545.711,565.639,549.777,544.705,550.273,540.645,553.776,555.03,563.944,559.799,561.061,582.426,557.753,564.745,573.855,580.665,564.49,607.128,576.501,607.777,595.856,633.108,639.279,621.9,609.759,653.764,609.326,633.699,652.829,634.136,644.216,623.881,645.09,652.434,660.279,659.327,657.817,666.26,675.019,663.624,676.662,665.86,644.571,655.865,662.483,538.29,536.609,545.319,540.729,527.376,547.593,576.719,568.422,562.945,632.604,612.55,576.268,648.021,600.58
574.203,630.256,526.947,653.096,548.68,664.479,593.861,603.783,616.948,635.146,545.377,542.955,536.512,537.243,559.463,531.478,533.036,550.294,545.902,550.182,529.089,540.499,545.521,556,549.231,558.735,593.306,588.513,583.586,552.403,575.21,589.616,575.495,575.521,554.091,586.842,610.948,593.359,605.318,609.084,596.921,643.367,629.237,637.706,646.72,655.763,649.727,631.374,654.357,654.134,655.946,664.008,670.772,658.272,671.317,662.424,661.436,674.095,670.665,663.593,581.101,665.183,672.362,536.996,538.711,545.202,548.602,538.547,536.145,557.711,555.807,555.676,615.244,643.188,557.653,645.521,644.966
558.117,587.393,538.737,626.002,549.252,660.251,590.12,591.382,638.539,647.44,536.961,528.527,534.907,552.373,569.762,531.796,532.874,546.232,552.311,532.079,553.16,545.748,538.463,562.024,535.972,549.327,576.296,627.36,565.307,549.014,581.794,590.155,553.708,569.022,622.654,592.87,583.66,609.25,606.047,648.762,588.217,618.323,598.85,635.218,644.341,647.058,650.914,618.584,642.438,639.639,652.803,654.748,654.029,669.193,660.331,671.205,659.812,669.036,669.752,668.39,589.938,663.083,665.679,542.675,526.869,531.122,542.52,537.603,539.769,568.464,595.756,559.975,630.5,645.882,574.34,658.236,581.789
559.001,614.759,526.147,623.264,552.826,662.635,593.449,602.044,632.497,641.68,547.311,526.666,551.707,546.897,579.888,530.158,521.527,523.155,544.249,538.805,547.955,545.925,564.864,574.851,546.709,557.297,558.394,579.397,575.692,562.46,578.094,562.687,593.777,591.39,595.318,571.283,552.057,578.529,586.848,587.817,619.546,640.173,648.475,654.337,625.597,645.295,655.107,654.684,636.712,651.279,649.595,653.423,662.043,669.649,669.514,657.064,656.877,661.458,666.754,669.314,625.347,661.726,663.916,520.937,533.971,541.986,546.426,526.705,526.252,580.223,557.521,571.437,611.625,634.279,570.899,634.785,623.164
564.566,611.183,529.28,634.163,576.143,651.14,572.386,588.924,612.022,632.359,526.859,538.084,539.372,540.476,576.285,533.036,546.897,533.257,545.62,552.812,550.264,548.097,542.277,546.496,559.168,573.94,583.042,546.314,585.534,586.978,595.316,570.787,601.892,584.507,588.422,583.366,586.49,593.378,570.766,572.509,595.666,645.296,633.005,644.7,616.886,625.943,662.585,655.517,640.404,661.336,647.651,658.393,655.456,662.659,662.57,660.221,654.758,658.209,663.762,668.955,619.587,661.67,665.618,548.253,538.026,531.376,546.785,531.849,547.409,543.923,574.667,577.908,607.753,652.73,575.061,644.288,631.119
546.253,621.942,535.679,658.48,587.117,661.065,584.796,606.353,653.289,653.307,543.17,536.487,536.512,559.37,570.972,536.341,528.188,527.942,559.192,548.831,550.696,548.527,551.226,552.276,553.161,576.59,555.042,536.898,555.003,573.533,569.674,579.908,586.389,564.348,593.714,583.392,576.245,589.778,640.768,637.306,620.367,638.199,612.877,653.287,636.64,651.552,664.704,620.859,642.44,648.62,640.797,657.452,656.518,667.041,660.413,666.953,666.653,668.019,655.063,664.703,579.809,666.574,660.311,538.097,530.818,532.569,552.617,536.67,543.257,565.071,602.136,625.588,616.376,624.038,575.626,625.975,643.667
566.633,625.821,529.522,643.772,565.791,658.058,573.222,613.506,633.381,653.395,542.885,530.9,532.116,563.892,603.18,539.048,534.804,551.692,556.928,548.014,541.102,562.526,548.844,561.056,563.91,557.782,563.463,593.936,559.967,590.405,575.029,575.526,566.988,588.198,577.997,572.119,571.601,603.732,633.46,597.94,578.998,643.859,615.728,635.164,641.589,645.921,637.146,635.78,619.381,628.296,647.061,664.403,666.705,656.423,667.267,664.86,667.006,664.79,664.857,655.132,595.76,663.701,667.631,532.419,536.192,563.851,552.078,538.598,538.248,540.288,600.833,633.126,633.56,649.427,568.43,621.922,609.823
558.423,613.513,531.633,614.438,583.794,667.887,593.43,609.405,632.686,652.909,538.137,528.642,549.195,564.995,552.003,527.417,531.044,530.734,567.764,545.266,545.195,545.855,543.366,552.029,579.611,565.196,614.272,573.81,582.097,550.246,630.997,587.163,603.709,580.015,576.847,580.249,604.995,601.281,593.858,640.286,607.918,638.077,623.12,644.411,603.496,615.369,652.191,621.68,627.806,639.439,658.68,658.622,658.432,661.289,672.943,669.059,668,670.85,672.675,660.806,565.97,655.121,652.733,536.515,547.475,534.902,552.178,531.741,542.656,561.988,569.547,594.349,638.586,596.02,595.92,646.9,598.021
562.041,640.422,531.738,624.171,564.673,653.2,570.692,588.747,647.076,657.73,529.505,526.705,548.772,567.868,562.676,525.036,526.004,529.546,531.012,527.059,553.261,550.847,554.125,559.493,550.542,561.974,553.557,574.182,595.923,547.047,564.569,589.354,588.039,574.018,565.555,592.797,584.547,574.965,628.574,635.714,634.343,615.397,617.51,631.751,653.202,622.552,661.249,655.8,657.349,640.986,613.014,649.587,667.945,653.458,652.816,661.817,663.333,660.078,657.044,671.327,633.781,660.226,666.996,537.985,542.154,532.362,542.57,536.456,539.933,555.573,599.655,607.137,647.505,633.355,586.233,636.126,604.98
